record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se,not_pooled_reason
AUDIT-0280,V34_B3_082,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,12–18 h,12-18h,Graph only,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Figure 3,,,,,,1,,,No new graph digitization; historical digitized data require their original validation before pooling.
AUDIT-0281,V34_B3_083,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,18–24 h,18-24h,Graph only,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Figure 3,,,,,,1,,,No new graph digitization; historical digitized data require their original validation before pooling.
AUDIT-0282,V34_B3_084,Lu 2021,Functional recovery,Time to first verbal response,Immediate postoperative recovery,immediate postoperative recovery,Mean/SD,TEAS,Sham,Single PC6 TEAS,Sham/no current,minutes,198.0,188.0,9.1,4.4,9.2,5.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.1,0.485931,MD,Native MD; no pooled interpretation without compatible model.,1,-0.020995,0.101834,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0283,V34_B3_085,Lu 2021,Functional recovery,Time to first verbal response,Immediate postoperative recovery,immediate postoperative recovery,Mean/SD,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,minutes,190.0,188.0,9.1,4.9,9.2,5.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.1,0.514509,MD,Native MD; no pooled interpretation without compatible model.,1,-0.019958,0.102873,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0284,V34_B3_086,Lu 2021,Functional recovery,Time to extubation,Immediate postoperative recovery,immediate postoperative recovery,Mean/SD,TEAS,Sham,Single PC6 TEAS,Sham/no current,minutes,198.0,188.0,10.4,4.8,10.7,5.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.3,0.549111,MD,Native MD; no pooled interpretation without compatible model.,1,-0.05582,0.101851,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0285,V34_B3_087,Lu 2021,Functional recovery,Time to extubation,Immediate postoperative recovery,immediate postoperative recovery,Mean/SD,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,minutes,190.0,188.0,10.6,5.2,10.7,5.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.1,0.572255,MD,Native MD; no pooled interpretation without compatible model.,1,-0.017952,0.102872,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0286,V34_B3_088,Lu 2021,Pain — rest,NRS at rest,24 h after surgery,24 h point,Median/IQR,TEAS,Sham,Single PC6 TEAS,Sham/no current,NRS 0–10,198.0,188.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",,,,,,1,,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.
AUDIT-0287,V34_B3_089,Lu 2021,Pain — rest,NRS at rest,24 h after surgery,24 h point,Median/IQR,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,NRS 0–10,190.0,188.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",,,,,,1,,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.
AUDIT-0288,V34_B3_090,Lu 2021,Pain — cough,NRS at cough,24 h after surgery,24 h point,Median/IQR,TEAS,Sham,Single PC6 TEAS,Sham/no current,NRS 0–10,198.0,188.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",,,,,,1,,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.
AUDIT-0289,V34_B3_091,Lu 2021,Pain — cough,NRS at cough,24 h after surgery,24 h point,Median/IQR,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,NRS 0–10,190.0,188.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",,,,,,1,,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.
AUDIT-0290,V34_B3_092,Lu 2021,Non-opioid rescue analgesia,Demand for rescue parecoxib,0–24 h,0-24h,Events/total,TEAS,Sham,Single PC6 TEAS,Sham/no current,participants,198.0,188.0,,,,,3.0,7.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3 + Results §3.3",,-0.899123,0.682511,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0291,V34_B3_093,Lu 2021,Non-opioid rescue analgesia,Demand for rescue parecoxib,0–24 h,0-24h,Events/total,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,participants,190.0,188.0,,,,,4.0,7.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3 + Results §3.3",,-0.570198,0.618284,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0292,V34_B3_094,Lu 2021,Nausea,Nausea incidence,0–24 h,0-24h,Events/total,TEAS,Sham,Single PC6 TEAS,Sham/no current,participants,198.0,188.0,,,,,38.0,45.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.220901,0.195367,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0293,V34_B3_095,Lu 2021,Nausea,Nausea incidence,0–24 h,0-24h,Events/total,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,participants,190.0,188.0,,,,,12.0,45.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-1.332338,0.308177,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0294,V34_B3_096,Lu 2021,Vomiting,Vomiting incidence,0–24 h,0-24h,Events/total,TEAS,Sham,Single PC6 TEAS,Sham/no current,participants,198.0,188.0,,,,,21.0,22.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.098345,0.287583,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0295,V34_B3_097,Lu 2021,Vomiting,Vomiting incidence,0–24 h,0-24h,Events/total,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,participants,190.0,188.0,,,,,22.0,22.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.010582,0.28342,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0296,V34_B3_098,Lu 2021,PONV severity,PONV severity score,0–24 h,0-24h,Mean/SD,TEAS,Sham,Single PC6 TEAS,Sham/no current,PONV severity score; scale definition not repeated in Table 3,198.0,188.0,0.4,0.7,0.4,0.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,0.0,0.071282,MD,Native MD; no pooled interpretation without compatible model.,1,0.0,0.101831,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0297,V34_B3_099,Lu 2021,PONV severity,PONV severity score,0–24 h,0-24h,Mean/SD,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,PONV severity score; scale definition not repeated in Table 3,190.0,188.0,0.3,0.7,0.4,0.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.1,0.072009,MD,Native MD; no pooled interpretation without compatible model.,1,-0.142572,0.103001,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0298,V34_B3_100,Lu 2021,Patient satisfaction,Analgesia satisfaction score,By 24 h after surgery,by 24h after surgery,Mean/SD,TEAS,Sham,Single PC6 TEAS,Sham/no current,satisfaction score; scale range not stated in retrieved table text,198.0,188.0,8.2,1.1,8.2,0.9,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,,,,,1,,,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC."
AUDIT-0299,V34_B3_101,Lu 2021,Patient satisfaction,Analgesia satisfaction score,By 24 h after surgery,by 24h after surgery,Mean/SD,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,satisfaction score; scale range not stated in retrieved table text,190.0,188.0,8.4,0.9,8.2,0.9,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,,,,,1,,,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC."
AUDIT-0300,V34_B3_102,Lu 2021,Chronic pain,Post-mastectomy chronic pain incidence,3 months,3 months,Events/total,TEAS,Sham,Single PC6 TEAS,Sham/no current,participants,198.0,188.0,,,,,70.0,75.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",,-0.120818,0.131337,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0301,V34_B3_103,Lu 2021,Chronic pain,Post-mastectomy chronic pain incidence,3 months,3 months,Events/total,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,participants,190.0,188.0,,,,,58.0,75.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",,-0.267627,0.141395,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0302,V34_B3_104,Lu 2021,Chronic pain,NRS among participants reporting chronic pain,3 months,3 months,Mean/SD,TEAS,Sham,Single PC6 TEAS,Sham/no current,NRS 0–10,70.0,75.0,2.6,2.0,2.8,2.0,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Subset with chronic pain,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",,,,,,1,,,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC."
AUDIT-0303,V34_B3_105,Lu 2021,Chronic pain,NRS among participants reporting chronic pain,3 months,3 months,Mean/SD,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,NRS 0–10,58.0,75.0,2.3,2.0,2.8,2.0,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Subset with chronic pain,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",,,,,,1,,,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC."
