result_id,outcome,timepoint,contrast,population,n_i,n_c,rob2_assessment_id,linkage_status,overall,d1,d2,d3,d4,d5,selection_rule,alternative_assessments,provenance,human_final_signoff,models
AUDIT-0336,Vomiting incidence,0–2 h,V34_B4_017,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0337,Vomiting incidence,2–4 h,V34_B4_018,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0338,Vomiting incidence,4–6 h,V34_B4_019,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0339,Vomiting incidence,6–24 h,V34_B4_020,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0340,Effective PCIA button presses,Postoperative; exact pump duration not stated,V34_B4_021,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0341,NRS pain score,6 h,V34_B4_022,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0342,NRS pain score,24 h,V34_B4_023,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;pain24_unclassified_TEAS_sham
AUDIT-0343,NRS pain score,48 h,V34_B4_024,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0344,PSQI score,24 h,V34_B4_025,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0345,PSQI score,48 h,V34_B4_026,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0346,Time to first borborygmus,Postoperative,V34_B4_027,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;bowelsounds_TEAS_sham
AUDIT-0347,Time to first flatus,Postoperative,V34_B4_028,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;flatus_TEAS_sham;flatus_TEAS_sham_SMD_sensitivity
AUDIT-0348,Wake-up time,Postoperative,V34_B4_029,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0349,PACU stay time,Postoperative,V34_B4_030,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0350,Hospital stay duration,Postoperative hospitalization,V34_B4_031,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0351,Fever,Postoperative,V34_B4_032,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0352,Dizziness and headache,Postoperative,V34_B4_033,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0353,Drowsiness,Postoperative,V34_B4_034,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0354,Global QoR-40,6 h,V34_B4_035,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0355,Global QoR-40,24 h,V34_B4_036,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0356,Global QoR-40,48 h,V34_B4_037,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0357,Emergency rescue analgesia events,Postoperative; exact window not stated,V34_B4_038,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0358,Global QoR-40,Postoperative day 2 (~48 h),V34_B4_039,Intention-to-treat; all randomized participants analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0359,Any nausea and/or vomiting,0–24 h,V34_B4_040,Intention-to-treat; all randomized participants analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;ponv24_TEAS_sham;ponv24_TEAS_sham_point_window_sensitivity;ponv24_TEAS_broad_sham_sensitivity
AUDIT-0360,Participants requiring tropisetron rescue,0–24 h,V34_B4_041,Intention-to-treat; all randomized participants analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0361,MMSE score,Postoperative day 1 (~24 h),V34_B4_042,Intention-to-treat; all randomized participants analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0362,MMSE score,Postoperative day 2 (~48 h),V34_B4_043,Intention-to-treat; all randomized participants analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0363,Sufentanil consumption,Intraoperative,V34_B4_044,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0364,Remifentanil consumption,Intraoperative,V34_B4_045,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,AF26-F-intra-012,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Some concerns,Some concerns,Low,Some concerns,v36 reviewed exact match: same study/outcome/window/denominators/arm statistics; only comparison-ID scheme differs.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-intra-012,NOT INDEPENDENTLY DOCUMENTED,;intraop_remifentanil_TEAS_usual
AUDIT-0365,PONV occurrence,End of surgery (T5),V34_B4_046,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0366,Pain event as reported (threshold/definition not stated),End of surgery (T5),V34_B4_047,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0367,PONV occurrence,PACU discharge (T9),V34_B4_048,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0368,Pain event as reported (threshold/definition not stated),PACU discharge (T9),V34_B4_049,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0369,PONV occurrence,24 h (T11),V34_B4_050,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0370,Pain event as reported (threshold/definition not stated),24 h (T11),V34_B4_051,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0371,PONV occurrence,48 h (T12),V34_B4_052,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0372,Pain event as reported (threshold/definition not stated),48 h (T12),V34_B4_053,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0373,MMSE score,PACU discharge (T9),V34_B4_054,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0374,MMSE score,24 h (T11),V34_B4_055,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0375,MMSE score,48 h (T12),V34_B4_056,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
SUPP-GAO-1,Total hospital length of stay,Total admission,V34_GAO21_SUPP_1,Outcome-specific analyzed population,,,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
SUPP-GAO-2,30-day postoperative complications,0–30 days,V34_GAO21_SUPP_2,Outcome-specific analyzed population,,,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V34-OD-0759,Postoperative nausea,0-24 h after surgery,YANG24_EA_vs_UC_NAUSEA24,Intention-to-treat (90/90 retained),90.0,90.0,AF26-D-006,LINKED EXISTING RESULT ASSESSMENT,High,Low,Low,Low,High,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#D-006,NOT INDEPENDENTLY DOCUMENTED,;nausea24_EA_usual
V35-CHEN20-48,Cumulative postoperative PCIA sufentanil consumption,0-48 h,CHEN20_TEAS_vs_SHAM_SUF48,Outcome-specific analyzed population,40.0,40.0,AF26-A-001,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Low,Low,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_A_48h.csv#A-001,NOT INDEPENDENTLY DOCUMENTED,;opioid48_TEAS_sham_uncertain_suf0.25;opioid48_TEAS_sham_uncertain_suf0.5;opioid48_TEAS_sham_uncertain_suf1
V35-YANG24-72,Cumulative morphine use via IV PCA,0-72 h / POD1-3,YANG24_EA_vs_UC_MORPH72,Outcome-specific analyzed population,90.0,90.0,AF26-B-001,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Low,Low,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_B_72h.csv#B-001,NOT INDEPENDENTLY DOCUMENTED,;opioid72_EA_usual_PCA
V35-HE26-48,Total postoperative opioid consumption in morphine equivalents,0–48 h,HEJIS26_TEAS_vs_CTRL_MME24,Outcome-specific analyzed population,80.0,79.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;opioid48_TEAS_sham_uncertain_suf0.25;opioid48_TEAS_sham_uncertain_suf0.5;opioid48_TEAS_sham_uncertain_suf1
